dgp_name,dgp,rep,feature_dim,total_samples,ref_samples,requested_ref_samples,batch_size,n_batches,shift_batch_index,policy,config_id,final_regret,mean_reward,hp_epsilon
nonlinear_messy_ultra_ref_sens,nonlinear_messy_ultra,1,30,15000,6000,6000,100,90,15,Epsilon_Greedy,epsilon=0.5,293.1904363892475,-11.28191632936277,0.5
nonlinear_messy_ultra_ref_sens,nonlinear_messy_ultra,2,30,15000,6000,6000,100,90,15,Epsilon_Greedy,epsilon=0.05,221.94560664289148,-10.079185273901542,0.05
nonlinear_messy_ultra_ref_sens,nonlinear_messy_ultra,2,30,15000,6000,6000,100,90,15,Epsilon_Greedy,epsilon=0.1,188.44471669526678,-9.706953163372377,0.1
nonlinear_messy_ultra_ref_sens,nonlinear_messy_ultra,2,30,15000,6000,6000,100,90,15,Epsilon_Greedy,epsilon=0.2,246.08583643731714,-10.347410049395162,0.2
nonlinear_messy_ultra_ref_sens,nonlinear_messy_ultra,2,30,15000,6000,6000,100,90,15,Epsilon_Greedy,epsilon=0.3,319.3453155323467,-11.161404261562156,0.3
nonlinear_messy_ultra_ref_sens,nonlinear_messy_ultra,2,30,15000,6000,6000,100,90,15,Epsilon_Greedy,epsilon=0.4,274.5536204143224,-10.663718760250775,0.4
nonlinear_messy_ultra_ref_sens,nonlinear_messy_ultra,2,30,15000,6000,6000,100,90,15,Epsilon_Greedy,epsilon=0.5,358.44044978423,-11.595794642138637,0.5
nonlinear_messy_ultra_ref_sens,nonlinear_messy_ultra,0,30,15000,8000,8000,100,70,1,Epsilon_Greedy,epsilon=0.05,185.41002925316877,-10.387465914185087,0.05
nonlinear_messy_ultra_ref_sens,nonlinear_messy_ultra,0,30,15000,8000,8000,100,70,1,Epsilon_Greedy,epsilon=0.1,164.10216791611026,-10.083067895084252,0.1
nonlinear_messy_ultra_ref_sens,nonlinear_messy_ultra,0,30,15000,8000,8000,100,70,1,Epsilon_Greedy,epsilon=0.2,198.72515260487503,-10.577681962066606,0.2
nonlinear_messy_ultra_ref_sens,nonlinear_messy_ultra,0,30,15000,8000,8000,100,70,1,Epsilon_Greedy,epsilon=0.3,258.43513750604836,-11.430681746369084,0.3
nonlinear_messy_ultra_ref_sens,nonlinear_messy_ultra,0,30,15000,8000,8000,100,70,1,Epsilon_Greedy,epsilon=0.4,314.94352298533283,-12.237944396073146,0.4
nonlinear_messy_ultra_ref_sens,nonlinear_messy_ultra,0,30,15000,8000,8000,100,70,1,Epsilon_Greedy,epsilon=0.5,365.4072258808072,-12.95885443743706,0.5
nonlinear_messy_ultra_ref_sens,nonlinear_messy_ultra,1,30,15000,8000,8000,100,70,1,Epsilon_Greedy,epsilon=0.05,122.2298579733422,-9.345569806082658,0.05
nonlinear_messy_ultra_ref_sens,nonlinear_messy_ultra,1,30,15000,8000,8000,100,70,1,Epsilon_Greedy,epsilon=0.1,173.2568193595261,-10.074526397313859,0.1
nonlinear_messy_ultra_ref_sens,nonlinear_messy_ultra,1,30,15000,8000,8000,100,70,1,Epsilon_Greedy,epsilon=0.2,214.9381315967199,-10.669973714988057,0.2
nonlinear_messy_ultra_ref_sens,nonlinear_messy_ultra,1,30,15000,8000,8000,100,70,1,Epsilon_Greedy,epsilon=0.3,241.1974232307786,-11.045106452617464,0.3
nonlinear_messy_ultra_ref_sens,nonlinear_messy_ultra,1,30,15000,8000,8000,100,70,1,Epsilon_Greedy,epsilon=0.4,322.5671580841139,-12.207531236236541,0.4
nonlinear_messy_ultra_ref_sens,nonlinear_messy_ultra,1,30,15000,8000,8000,100,70,1,Epsilon_Greedy,epsilon=0.5,434.1923769731915,-13.80217722036622,0.5
nonlinear_messy_ultra_ref_sens,nonlinear_messy_ultra,2,30,15000,8000,8000,100,70,1,Epsilon_Greedy,epsilon=0.05,129.94775897099106,-9.516129018188645,0.05
nonlinear_messy_ultra_ref_sens,nonlinear_messy_ultra,2,30,15000,8000,8000,100,70,1,Epsilon_Greedy,epsilon=0.1,181.6508208168551,-10.254744187415273,0.1
nonlinear_messy_ultra_ref_sens,nonlinear_messy_ultra,2,30,15000,8000,8000,100,70,1,Epsilon_Greedy,epsilon=0.2,258.2961152834947,-11.349676965510124,0.2
nonlinear_messy_ultra_ref_sens,nonlinear_messy_ultra,2,30,15000,8000,8000,100,70,1,Epsilon_Greedy,epsilon=0.3,326.9476254715805,-12.330412825339922,0.3
nonlinear_messy_ultra_ref_sens,nonlinear_messy_ultra,2,30,15000,8000,8000,100,70,1,Epsilon_Greedy,epsilon=0.4,285.5422783346644,-11.73890786624112,0.4
nonlinear_messy_ultra_ref_sens,nonlinear_messy_ultra,2,30,15000,8000,8000,100,70,1,Epsilon_Greedy,epsilon=0.5,284.02985941523707,-11.717301881677873,0.5
nonlinear_messy_ultra_ref_sens,nonlinear_messy_ultra,0,30,15000,10000,10000,100,50,1,Epsilon_Greedy,epsilon=0.05,133.10374317373038,-9.180942720374452,0.05
nonlinear_messy_ultra_ref_sens,nonlinear_messy_ultra,0,30,15000,10000,10000,100,50,1,Epsilon_Greedy,epsilon=0.1,146.54277685543946,-9.449723394008634,0.1
nonlinear_messy_ultra_ref_sens,nonlinear_messy_ultra,0,30,15000,10000,10000,100,50,1,Epsilon_Greedy,epsilon=0.2,194.77192535246758,-10.414306363949194,0.2
nonlinear_messy_ultra_ref_sens,nonlinear_messy_ultra,0,30,15000,10000,10000,100,50,1,Epsilon_Greedy,epsilon=0.3,200.10252709448494,-10.520918398789542,0.3
