dgp_name,dgp,rep,feature_dim,total_samples,ref_samples,batch_size,n_batches,shift_batch_index,policy,config_id,final_regret,mean_reward,hp_epsilon
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,0,40,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.2,199.40454894116814,-8.906151808056583,0.2
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,0,40,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.3,384.3209888698643,-10.755316207343542,0.3
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,0,40,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.4,344.2926996958252,-10.355033315603155,0.4
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,0,40,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.5,422.3526623906432,-11.13563294255133,0.5
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,1,40,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.05,235.4096190568389,-9.241443221758834,0.05
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,1,40,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.1,283.1329296464464,-9.718676327654908,0.1
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,1,40,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.2,325.9320826961207,-10.146667858151652,0.2
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,1,40,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.3,364.07279890700715,-10.528075020260514,0.3
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,1,40,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.4,381.5579476540678,-10.702926507731123,0.4
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,1,40,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.5,419.8369174164591,-11.085716205355034,0.5
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,2,40,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.05,180.99738442321018,-8.855138999721229,0.05
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,2,40,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.1,228.41468819901888,-9.329312037479315,0.1
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,2,40,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.2,339.86587796637383,-10.443823935152869,0.2
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,2,40,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.3,389.0437438988574,-10.935602594477702,0.3
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,2,40,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.4,433.887713143161,-11.384042286920737,0.4
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,2,40,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.5,417.0764534696769,-11.215929690185897,0.5
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,0,50,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.05,206.43020181632352,-9.467453722393072,0.05
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,0,50,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.1,198.26760286178123,-9.385827732847652,0.1
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,0,50,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.2,268.0822838016599,-10.083974542246436,0.2
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,0,50,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.3,277.1024931298156,-10.174176635527994,0.3
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,0,50,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.4,361.78720513072983,-11.021023755537142,0.4
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,0,50,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.5,366.04820450336564,-11.063633749263497,0.5
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,1,50,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.05,181.2536772542434,-9.14919824442805,0.05
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,1,50,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.1,197.70246807447535,-9.31368615263037,0.1
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,1,50,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.2,289.500378197396,-10.231665253859575,0.2
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,1,50,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.3,388.1542355610443,-11.218203827496056,0.3
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,1,50,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.4,478.560094461145,-12.122262416497065,0.4
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,1,50,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.5,366.870495541302,-11.005366427298636,0.5
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,2,50,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.05,284.76445298843606,-9.437168846110591,0.05
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,2,50,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.1,249.6386665318852,-9.085910981545084,0.1
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,2,50,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.2,517.0142340131385,-11.759666656357615,0.2
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,2,50,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.3,337.98317960784703,-9.9693561123047,0.3
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,2,50,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.4,355.23421768511287,-10.141866493077359,0.4
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,2,50,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.5,425.5362994913352,-10.844887311139585,0.5
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,0,75,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.05,380.0429532146229,-10.397706262176325,0.05
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,0,75,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.1,326.4782919908977,-9.862059649939075,0.1
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,0,75,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.2,425.4177505119503,-10.8514542351496,0.2
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,0,75,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.3,442.47994867667387,-11.022076216796837,0.3
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,0,75,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.4,415.49310509206543,-10.752207780950753,0.4
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,0,75,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.5,459.65112035723007,-11.193787933602398,0.5
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,1,75,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.05,277.0966928535577,-9.861573077741816,0.05
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,1,75,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.1,402.0958348263143,-11.111564497469383,0.1
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,1,75,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.2,191.93063722092808,-9.00991252141552,0.2
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,1,75,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.3,359.0276675109156,-10.680882824315397,0.3
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,1,75,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.4,429.32097659131136,-11.383815915119353,0.4
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,1,75,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.5,391.88231671393567,-11.009429316345598,0.5
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,2,75,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.05,288.90503437267944,-9.753983399693759,0.05
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,2,75,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.1,247.6198671172527,-9.341131727139494,0.1
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,2,75,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.2,326.72113897007904,-10.132144445667757,0.2
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,2,75,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.3,384.5325012220506,-10.71025806818747,0.3
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,2,75,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.4,509.78234915006806,-11.962756547467647,0.4
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,2,75,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.5,543.7855474356846,-12.302788530323815,0.5
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,0,100,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.05,261.75791174884785,-9.616421238701372,0.05
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,0,100,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.1,212.57899652690094,-9.124632086481904,0.1
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,0,100,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.2,380.3251182637627,-10.802093303850523,0.2
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,0,100,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.3,336.6704034241885,-10.365546155454778,0.3
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,0,100,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.4,444.06709291979695,-11.439513050410865,0.4
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,0,100,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.5,419.8616471607863,-11.197458592820754,0.5
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,1,100,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.05,242.85653101803507,-9.630978910757674,0.05
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,1,100,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.1,176.82600655146177,-8.97067366609194,0.1
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,1,100,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.2,362.9702657396536,-10.83211625797386,0.2
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,1,100,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.3,269.33220894498976,-9.895735690027223,0.3
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,1,100,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.4,333.2155850318193,-10.534569450895514,0.4
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,1,100,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.5,434.3823506713074,-11.546237107290398,0.5
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,2,100,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.05,255.3843121103226,-9.736027536007683,0.05
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,2,100,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.1,204.46576659392284,-9.226842080843683,0.1
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,2,100,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.2,279.05625366566954,-9.972746951561149,0.2
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,2,100,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.3,418.6056155839171,-11.368240570743623,0.3
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,2,100,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.4,366.45993824495713,-10.846783797354021,0.4
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,2,100,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.5,411.48094779203427,-11.296993892824796,0.5
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,0,150,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.05,120.05410702521623,-8.329783871666944,0.05
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,0,150,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.1,335.9690697130353,-10.488933498545133,0.1
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,0,150,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.2,313.38215938684067,-10.263064395283187,0.2
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,0,150,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.3,358.83405085985135,-10.717583310013293,0.3
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,0,150,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.4,248.82340638633195,-9.6174768652781,0.4
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,0,150,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.5,334.5973083543845,-10.475215884958628,0.5
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,1,150,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.05,223.61061766806964,-9.372005926608372,0.05
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,1,150,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.1,275.6313610068536,-9.892213359996212,0.1
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,1,150,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.2,260.1905979507668,-9.737805729435342,0.2
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,1,150,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.3,309.90875373678443,-10.23498728729552,0.3
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,1,150,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.4,445.3374657446447,-11.589274407374122,0.4
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,1,150,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.5,407.9916621530392,-11.215816371458066,0.5
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,2,150,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.05,342.6128213736258,-10.431408219254404,0.05
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,2,150,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.1,169.4829973737531,-8.700109979255673,0.1
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,2,150,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.2,313.8344771286388,-10.143624776804531,0.2
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,2,150,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.3,389.8094724367358,-10.903374729885499,0.3
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,2,150,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.4,373.00730332537006,-10.735353038771846,0.4
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,2,150,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.5,436.58646399248954,-11.371144645443039,0.5
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,0,200,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.05,201.68284420154103,-9.499515205844004,0.05
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,0,200,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.1,439.5615107116732,-11.878301870945322,0.1
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,0,200,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.2,310.8704960435529,-10.591391724264124,0.2
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,0,200,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.3,310.64694091429936,-10.589156172971585,0.3
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,0,200,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.4,331.4135665277437,-10.796822429106033,0.4
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,0,200,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.5,316.9737775376481,-10.652424539205077,0.5
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,1,200,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.05,291.4485774372319,-9.78381431464082,0.05
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,1,200,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.1,189.85335851703482,-8.767862125438848,0.1
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,1,200,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.2,341.06258913914866,-10.279954431659988,0.2
nonlinear_messy_ultra_dim_sens,nonlinear_messy_ultra,1,200,15000,5000,100,100,25,Epsilon_Greedy,epsilon=0.3,222.14495419176623,-9.090778082186162,0.3
