cooling_preset,policy,config_id,batch_index,cum_regret_mean,cum_regret_std,cum_regret_lower,cum_regret_upper,n_repeats
stationary,AdaptiveEpsilonGreedy,anomaly_sensitivity=0.3|base_epsilon=0.05|gamma=0.9|max_epsilon=0.5,109,2.5193292531479385,0.3255857573921894,2.193743495755749,2.844915010540128,3
stationary,AdaptiveEpsilonGreedy,anomaly_sensitivity=0.3|base_epsilon=0.05|gamma=0.9|max_epsilon=0.5,110,2.5459811623956266,0.3069455216413336,2.239035640754293,2.85292668403696,3
stationary,AdaptiveEpsilonGreedy,anomaly_sensitivity=0.3|base_epsilon=0.05|gamma=0.9|max_epsilon=0.5,111,2.5584662573978,0.30777061338130934,2.2506956440164907,2.8662368707791095,3
stationary,AdaptiveEpsilonGreedy,anomaly_sensitivity=0.3|base_epsilon=0.05|gamma=0.9|max_epsilon=0.5,112,2.5611710719596466,0.3083817472299501,2.2527893247296964,2.8695528191895967,3
stationary,AdaptiveEpsilonGreedy,anomaly_sensitivity=0.3|base_epsilon=0.05|gamma=0.9|max_epsilon=0.5,113,2.582012665730941,0.31993788741943163,2.262074778311509,2.9019505531503724,3
stationary,AdaptiveEpsilonGreedy,anomaly_sensitivity=0.3|base_epsilon=0.05|gamma=0.9|max_epsilon=0.5,114,2.586751046645005,0.3150601161040253,2.27169093054098,2.9018111627490306,3
stationary,AdaptiveEpsilonGreedy,anomaly_sensitivity=0.3|base_epsilon=0.05|gamma=0.9|max_epsilon=0.5,115,2.5887652722978727,0.31853078032094934,2.2702344919769235,2.907296052618822,3
stationary,AdaptiveEpsilonGreedy,anomaly_sensitivity=0.3|base_epsilon=0.05|gamma=0.9|max_epsilon=0.5,116,2.5952633316948166,0.32178507315275073,2.273478258542066,2.9170484048475673,3
stationary,AdaptiveEpsilonGreedy,anomaly_sensitivity=0.3|base_epsilon=0.05|gamma=0.9|max_epsilon=0.5,117,2.606227331656859,0.3116786151729588,2.2945487164839,2.917905946829818,3
stationary,AdaptiveEpsilonGreedy,anomaly_sensitivity=0.3|base_epsilon=0.05|gamma=0.9|max_epsilon=0.5,118,2.615174558097331,0.3130926995800431,2.302081858517288,2.928267257677374,3
stationary,AdaptiveEpsilonGreedy,anomaly_sensitivity=0.3|base_epsilon=0.05|gamma=0.9|max_epsilon=0.5,119,2.621806867799544,0.31765537400822985,2.304151493791314,2.939462241807774,3
stationary,AdaptiveEpsilonGreedy,anomaly_sensitivity=0.3|base_epsilon=0.05|gamma=0.9|max_epsilon=0.5,120,2.6616547871328895,0.299391674019727,2.3622631131131624,2.9610464611526166,3
stationary,AdaptiveEpsilonGreedy,anomaly_sensitivity=0.3|base_epsilon=0.05|gamma=0.9|max_epsilon=0.5,121,2.669999687381098,0.29097110969361767,2.3790285776874804,2.9609707970747157,3
stationary,AdaptiveEpsilonGreedy,anomaly_sensitivity=0.3|base_epsilon=0.05|gamma=0.9|max_epsilon=0.5,122,2.678934901610198,0.2832603331698013,2.3956745684403966,2.9621952347799994,3
stationary,AdaptiveEpsilonGreedy,anomaly_sensitivity=0.3|base_epsilon=0.05|gamma=0.9|max_epsilon=0.5,123,2.6907882862562293,0.27312045845209243,2.417667827804137,2.9639087447083217,3
stationary,AdaptiveEpsilonGreedy,anomaly_sensitivity=0.3|base_epsilon=0.05|gamma=0.9|max_epsilon=0.5,124,2.6927828415698833,0.27115321159526923,2.421629629974614,2.9639360531651526,3
stationary,AdaptiveEpsilonGreedy,anomaly_sensitivity=0.3|base_epsilon=0.05|gamma=0.9|max_epsilon=0.5,125,2.746554259939741,0.23608190349477923,2.5104723564449616,2.9826361634345204,3
