config_id,epsilon,explore_traffic_ratio,expected_explore_batches,n_batches,final_regret_mean,final_regret_std,final_regret_cv,path_cumregret_std_mean,incremental_regret_var_mean,n_repeats
epsilon=0.05,0.05,0.05,30.0,600,79.86724446437873,11.17505964779594,0.13992043575235757,5.534018132997826,0.012548313319916479,5
epsilon=0.1,0.1,0.1,60.0,600,74.80847755997858,4.913524604348657,0.06568138751933804,3.0003956907851754,0.010081829705743482,5
epsilon=0.15,0.15,0.15,90.0,600,71.66159141461205,2.7594316744303202,0.03850642471034578,1.4605321544540555,0.009680480210648464,5
epsilon=0.2,0.2,0.2,120.0,600,69.86453450586667,3.1682709573352894,0.045348773590830165,1.7145083156605305,0.0094634945309768,5
epsilon=0.3,0.3,0.3,180.0,600,71.35608387890166,2.6148032292967858,0.03664443292227704,1.3686217288031413,0.009571275266778978,5
epsilon=0.4,0.4,0.4,240.0,600,72.79475692674768,3.2884549986680374,0.04517433861311142,1.6995148151123436,0.009949855388157984,5
epsilon=0.5,0.5,0.5,300.0,600,73.44699002646061,2.8217196115545535,0.03841845132847484,1.1745362705452018,0.009672135756188277,5
epsilon=0.6,0.6,0.6,360.0,600,76.9070123437372,0.6294738883595019,0.00818486987306252,0.763266973854624,0.011393817329394224,5
epsilon=0.7,0.7,0.7,420.0,600,78.27078324432122,2.5322536249188174,0.032352475853147156,1.3627960481048196,0.011838264455019074,5
