dgp_id,n_ref,n_new,d,X_dist,t_df,x_shift_type,concept_drift_type,n_nuisance,beta,mean_shift_count,eigen_shift_count,eigen_shift_mag,delta_x,delta_c,y_type,noise_sd,seed,mixture_degree,label,S_X,S_C,S_X_shift,S_C_shift,oracle_mean_shift,oracle_m0_mean_ref,oracle_m1_mean_ref,oracle_concept_signal_raw
168,1000,1000,10,t_dist,3,covariance,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.5,1.0,regression,1.0,2362,2.0,mixed,1,1,covariance,nonlinear,0.2580090052618978,0.026643785853463817,-0.4034081391120601,0.48281069989677156
169,1000,1000,10,t_dist,3,covariance,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,1.0,0.25,regression,1.0,2364,2.0,mixed,1,1,covariance,nonlinear,0.3207200335164621,0.17978417496420565,-0.1156109008819605,0.12052948453530501
170,1000,1000,10,t_dist,3,covariance,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,1.0,0.75,regression,1.0,2366,2.0,mixed,1,1,covariance,nonlinear,0.3429848504268446,0.31242165355236523,-0.17626893307153033,0.348732072826301
171,1000,1000,10,t_dist,3,covariance,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,1.0,1.0,regression,1.0,2368,2.0,mixed,1,1,covariance,nonlinear,0.2220825625789447,-0.19282195639412728,0.20926583832677656,0.4735140249331721
172,1000,1000,10,t_dist,3,mixture,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,0.25,regression,1.0,2370,2.0,mixed,1,1,mixture,nonlinear,1.0127022234230527,0.25048788929962124,1.51424725543813,0.13249787166799296
173,1000,1000,10,t_dist,3,mixture,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,0.75,regression,1.0,2372,2.0,mixed,1,1,mixture,nonlinear,0.8752824340724653,-0.02488930445447285,1.5456955366531089,0.38854683343260815
174,1000,1000,10,t_dist,3,mixture,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,1.0,regression,1.0,2374,2.0,mixed,1,1,mixture,nonlinear,0.7664358303506512,0.23905961340835785,1.5392943775737449,0.514749350208128
175,1000,1000,10,t_dist,3,mixture,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.75,0.25,regression,1.0,2376,2.0,mixed,1,1,mixture,nonlinear,2.6626047071829637,-0.02010007616848217,4.668858214789576,0.14781211119057064
176,1000,1000,10,t_dist,3,mixture,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.75,0.75,regression,1.0,2378,2.0,mixed,1,1,mixture,nonlinear,2.758677104779422,-0.42743050411661726,4.919045741529488,0.45427288984463043
177,1000,1000,10,t_dist,3,mixture,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.75,1.0,regression,1.0,2380,2.0,mixed,1,1,mixture,nonlinear,2.520026554081033,0.41142810683911646,4.606179076634364,0.6041408861940919
178,1000,1000,10,t_dist,3,support,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,0.25,regression,1.0,2382,2.0,mixed,1,1,support,nonlinear,0.21999887703068174,-0.0554841803058014,0.06864638619953109,0.12917944830369016
179,1000,1000,10,t_dist,3,support,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,0.75,regression,1.0,2384,2.0,mixed,1,1,support,nonlinear,0.19691036592176983,0.11591360381927732,0.0470838003807143,0.4050665050924867
180,1000,1000,10,t_dist,3,support,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,1.0,regression,1.0,2386,2.0,mixed,1,1,support,nonlinear,0.14044696558250777,-0.11204586947709326,0.017311889909503747,0.5343649000945984
181,1000,1000,10,t_dist,3,support,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.75,0.25,regression,1.0,2388,2.0,mixed,1,1,support,nonlinear,0.15021328784478025,-0.023609295808630578,-0.0725831223230447,0.11460146195293515
182,1000,1000,10,t_dist,3,support,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.75,0.75,regression,1.0,2390,2.0,mixed,1,1,support,nonlinear,0.1792282488887542,0.16539192051140372,0.0653302870338016,0.34653864604283874
183,1000,1000,10,t_dist,3,support,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.75,1.0,regression,1.0,2392,2.0,mixed,1,1,support,nonlinear,0.19735103694613704,0.2822632989342784,-0.07480885251866964,0.453788451408183
184,1000,1000,10,t_dist,3,eigenshift,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,0.25,regression,1.0,2394,2.0,mixed,1,1,eigenshift,nonlinear,0.22894723680407988,0.24076486908051978,0.06602260841372638,0.142091865807775
185,1000,1000,10,t_dist,3,eigenshift,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,0.75,regression,1.0,2396,2.0,mixed,1,1,eigenshift,nonlinear,0.2687522323892571,-0.24616306397693716,-0.016446895134749583,0.46156588842205587
186,1000,1000,10,t_dist,3,eigenshift,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,1.0,regression,1.0,2398,2.0,mixed,1,1,eigenshift,nonlinear,0.2354113311001427,0.05702945801239747,0.4177127346121039,0.5974344780738143
187,1000,1000,10,t_dist,3,none,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.0,0.25,regression,1.0,2400,2.0,concept_drift_only,0,1,none,nonlinear,0.3834739552131696,0.3902009775760799,-0.07379089261830518,0.12163242291050706
188,1000,1000,10,t_dist,3,none,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.0,0.75,regression,1.0,2402,2.0,concept_drift_only,0,1,none,nonlinear,0.2501502464052575,-0.023500118726216556,-0.22304741904944114,0.38357678494443914
189,1000,1000,10,t_dist,3,none,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.0,1.0,regression,1.0,2404,2.0,concept_drift_only,0,1,none,nonlinear,0.24885270660299177,0.009866086955066536,-0.0668866431492739,0.47846149303713514
190,1000,1000,10,t_dist,3,mean,cubic,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.5,0.5,regression,1.0,2406,2.0,mixed,1,1,mean,cubic,1.0223169061900887,-0.0008218201806003905,11.130255721431716,23.968958772695856
191,1000,1000,10,t_dist,3,mean,cubic,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.5,1.0,regression,1.0,2408,2.0,mixed,1,1,mean,cubic,0.9548703336590428,-0.044540183941506585,11.596048506100825,54.27915282455844
192,1000,1000,10,t_dist,3,mean,cubic,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,1.0,0.5,regression,1.0,2410,2.0,mixed,1,1,mean,cubic,2.2180364295814594,-0.19806448682600858,31.307582578704046,39.429118627984295
193,1000,1000,10,t_dist,3,mean,cubic,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,1.0,1.0,regression,1.0,2412,2.0,mixed,1,1,mean,cubic,1.8960428397685885,0.009958017888994426,19.886396530724653,39.809032166354136
194,1000,1000,10,t_dist,3,covariance,cubic,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.5,0.5,regression,1.0,2414,2.0,mixed,1,1,covariance,cubic,0.2998662012628191,-0.46313021950318406,16.214104826837207,39.8114989563138
195,1000,1000,10,t_dist,3,covariance,cubic,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.5,1.0,regression,1.0,2416,2.0,mixed,1,1,covariance,cubic,0.34312061868515337,0.4108068989269957,54.55841278933652,81.25794223473976
196,1000,1000,10,t_dist,3,covariance,cubic,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,1.0,0.5,regression,1.0,2418,2.0,mixed,1,1,covariance,cubic,0.18202478383867698,-0.016208068897745675,-7.6010285714612875,24.66549638489075
197,1000,1000,10,t_dist,3,covariance,cubic,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,1.0,1.0,regression,1.0,2420,2.0,mixed,1,1,covariance,cubic,0.29283684788777664,-0.02009450903018616,4.815362285252859,56.55306100359401
198,1000,1000,10,t_dist,3,mixture,cubic,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,0.5,regression,1.0,2422,2.0,mixed,1,1,mixture,cubic,0.9680713747539532,0.03912882569366107,-13.158667140043487,51.84471211042012
199,1000,1000,10,t_dist,3,mixture,cubic,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,1.0,regression,1.0,2424,2.0,mixed,1,1,mixture,cubic,0.8903789919701472,0.2676044367187133,30.84594191483578,84.51118566807432
200,1000,1000,10,t_dist,3,mixture,cubic,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.75,0.5,regression,1.0,2426,2.0,mixed,1,1,mixture,cubic,2.7086624927318934,-0.1363872797373307,26.370334703350668,31.73348713313569
201,1000,1000,10,t_dist,3,mixture,cubic,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.75,1.0,regression,1.0,2428,2.0,mixed,1,1,mixture,cubic,2.793667147954918,-0.2726932320169932,368.002193035714,379.98430008931956
202,1000,1000,10,t_dist,3,support,cubic,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,0.5,regression,1.0,2430,2.0,mixed,1,1,support,cubic,0.23016748252917735,-0.04039792888637838,0.5195013635917916,0.8644423071868503
203,1000,1000,10,t_dist,3,support,cubic,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,1.0,regression,1.0,2432,2.0,mixed,1,1,support,cubic,0.25980897666087316,0.1382420403842263,0.9132755044153478,1.695077184284194
204,1000,1000,10,t_dist,3,support,cubic,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.75,0.5,regression,1.0,2434,2.0,mixed,1,1,support,cubic,0.2021511052906756,-0.01398442138873746,0.7086377473072016,1.7383517364278391
205,1000,1000,10,t_dist,3,support,cubic,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.75,1.0,regression,1.0,2436,2.0,mixed,1,1,support,cubic,0.19252818962127577,-0.09521139263669726,1.4028336476171477,3.3572940544500978
206,1000,1000,10,t_dist,3,eigenshift,cubic,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,0.5,regression,1.0,2438,2.0,mixed,1,1,eigenshift,cubic,0.44344478258591846,0.26109748576231473,0.3008928479251956,20.710986990533335
207,1000,1000,10,t_dist,3,eigenshift,cubic,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,1.0,regression,1.0,2440,2.0,mixed,1,1,eigenshift,cubic,0.3184493748061413,-0.33826811132571444,5.418195569820876,36.62111407898744
208,1000,1000,10,t_dist,3,none,cubic,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.0,0.5,regression,1.0,2442,2.0,concept_drift_only,0,1,none,cubic,0.2577018781595201,0.19174978453305783,-11.84535566123489,42.72931010683704
209,1000,1000,10,t_dist,3,none,cubic,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.0,1.0,regression,1.0,2444,2.0,concept_drift_only,0,1,none,cubic,0.3004483814186228,0.17963570659150244,-2.8933858142259012,74.59816951343159
210,1000,1000,10,t_dist,3,mean,interaction,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.5,0.25,regression,1.0,2446,2.0,mixed,1,1,mean,interaction,0.9207565110396587,-0.27440522677894535,2.4795872070800042,8.149224867612874
211,1000,1000,10,t_dist,3,mean,interaction,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.5,0.75,regression,1.0,2448,2.0,mixed,1,1,mean,interaction,1.0017808382793878,-0.0002789348172928285,-19.61743216896722,40.89494823488015
212,1000,1000,10,t_dist,3,mean,interaction,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.5,1.0,regression,1.0,2450,2.0,mixed,1,1,mean,interaction,0.9462643969989559,0.1645298692945369,0.3036942946131621,43.423920313281954
213,1000,1000,10,t_dist,3,mean,interaction,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,1.0,0.25,regression,1.0,2452,2.0,mixed,1,1,mean,interaction,1.9569791874326763,0.06675496508559417,1.215342723919672,10.841196060148281
214,1000,1000,10,t_dist,3,mean,interaction,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,1.0,0.75,regression,1.0,2454,2.0,mixed,1,1,mean,interaction,1.9489385513966642,-0.024855814139705643,6.4471726737792645,17.85613405942743
215,1000,1000,10,t_dist,3,mean,interaction,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,1.0,1.0,regression,1.0,2456,2.0,mixed,1,1,mean,interaction,1.8499436571316978,0.37017751386586567,13.065311919344744,43.26197349626055
216,1000,1000,10,t_dist,3,covariance,interaction,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.5,0.25,regression,1.0,2458,2.0,mixed,1,1,covariance,interaction,0.2096588420999515,0.08465610943726089,-2.0560416389568736,8.085333249103252
217,1000,1000,10,t_dist,3,covariance,interaction,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.5,0.75,regression,1.0,2460,2.0,mixed,1,1,covariance,interaction,0.41472863423875805,-0.42783472583923104,3.7326757877784362,21.09442670343652
218,1000,1000,10,t_dist,3,covariance,interaction,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.5,1.0,regression,1.0,2462,2.0,mixed,1,1,covariance,interaction,0.19742970105155105,0.14568147268292173,7.11888612317764,27.661473678466283
219,1000,1000,10,t_dist,3,covariance,interaction,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,1.0,0.25,regression,1.0,2464,2.0,mixed,1,1,covariance,interaction,0.1911520618562983,-0.248919930275504,-3.2087180861106437,8.400809550961291
220,1000,1000,10,t_dist,3,covariance,interaction,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,1.0,0.75,regression,1.0,2466,2.0,mixed,1,1,covariance,interaction,0.2259846341252097,0.04817772387955706,4.277400321545085,22.98838893044149
221,1000,1000,10,t_dist,3,covariance,interaction,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,1.0,1.0,regression,1.0,2468,2.0,mixed,1,1,covariance,interaction,0.24899059380969119,-0.35673246757987737,-10.297005411596837,39.243324115327106
222,1000,1000,10,t_dist,3,mixture,interaction,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,0.25,regression,1.0,2470,2.0,mixed,1,1,mixture,interaction,0.9418206588129613,0.0011056757344995703,1.4648274422791048,10.750034336305735
223,1000,1000,10,t_dist,3,mixture,interaction,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,0.75,regression,1.0,2472,2.0,mixed,1,1,mixture,interaction,0.8924559720587829,-0.27940499561631027,-12.80484123885589,43.88350666439942
224,1000,1000,10,t_dist,3,mixture,interaction,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,1.0,regression,1.0,2474,2.0,mixed,1,1,mixture,interaction,0.8139944715077165,0.2113659600428355,3.8728038943086034,30.521944976702603
225,1000,1000,10,t_dist,3,mixture,interaction,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.75,0.25,regression,1.0,2476,2.0,mixed,1,1,mixture,interaction,2.4088561037146707,-0.118361733797643,2.8493120229096274,18.007624645275357
226,1000,1000,10,t_dist,3,mixture,interaction,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.75,0.75,regression,1.0,2478,2.0,mixed,1,1,mixture,interaction,2.5836639189875426,-0.2762417149753768,27.88465804688059,78.92646453834345
227,1000,1000,10,t_dist,3,mixture,interaction,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.75,1.0,regression,1.0,2480,2.0,mixed,1,1,mixture,interaction,2.6636232918209357,-0.21328364638455696,47.783805373741394,138.15357991628767
228,1000,1000,10,t_dist,3,support,interaction,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,0.25,regression,1.0,2482,2.0,mixed,1,1,support,interaction,0.31009193118095585,-0.13597876942123593,-0.27138468071414046,2.908787879289735
229,1000,1000,10,t_dist,3,support,interaction,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,0.75,regression,1.0,2484,2.0,mixed,1,1,support,interaction,0.24049865834348913,-0.3185202505468391,-1.760871679392374,8.017070010229522
230,1000,1000,10,t_dist,3,support,interaction,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,1.0,regression,1.0,2486,2.0,mixed,1,1,support,interaction,0.21510038397207662,0.2673440023914743,3.5488771333342854,14.572604568321443
231,1000,1000,10,t_dist,3,support,interaction,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.75,0.25,regression,1.0,2488,2.0,mixed,1,1,support,interaction,0.3303988184723193,0.23695838472464006,0.11212974563632244,4.875509068432459
232,1000,1000,10,t_dist,3,support,interaction,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.75,0.75,regression,1.0,2490,2.0,mixed,1,1,support,interaction,0.20698365085653914,0.25715580796663084,6.622695816901292,20.572837738851632
233,1000,1000,10,t_dist,3,support,interaction,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.75,1.0,regression,1.0,2492,2.0,mixed,1,1,support,interaction,0.1935158654021304,-0.056712890979090616,0.039352517495821415,14.815534075432412
234,1000,1000,10,t_dist,3,eigenshift,interaction,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,0.25,regression,1.0,2494,2.0,mixed,1,1,eigenshift,interaction,0.4714311224646956,-0.44627303970938514,-6.342507717600818,21.00467843828872
235,1000,1000,10,t_dist,3,eigenshift,interaction,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,0.75,regression,1.0,2496,2.0,mixed,1,1,eigenshift,interaction,0.15132211794814096,-0.21939078113627636,9.817594729801552,27.9857977504644
236,1000,1000,10,t_dist,3,eigenshift,interaction,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,1.0,regression,1.0,2498,2.0,mixed,1,1,eigenshift,interaction,0.36701628909014766,-0.12455297655746299,-25.181437178927375,90.45187016684234
237,1000,1000,10,t_dist,3,none,interaction,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.0,0.25,regression,1.0,2500,2.0,concept_drift_only,0,1,none,interaction,0.32795766528910564,-0.19206421319450684,0.23862833309559073,5.712398277980387
238,1000,1000,10,t_dist,3,none,interaction,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.0,0.75,regression,1.0,2502,2.0,concept_drift_only,0,1,none,interaction,0.36375196485818617,-0.14596078996376233,11.73823159920222,40.719040518919776
239,1000,1000,10,t_dist,3,none,interaction,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.0,1.0,regression,1.0,2504,2.0,concept_drift_only,0,1,none,interaction,0.2883272197723235,-0.03454609359109449,0.2810161305783552,25.180930933535066
240,1000,1000,10,t_dist,3,mean,threshold,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.5,0.25,regression,1.0,2506,2.0,mixed,1,1,mean,threshold,1.2336686701622313,-0.38961689756650003,2.321025663324352,0.16825
241,1000,1000,10,t_dist,3,mean,threshold,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.5,0.75,regression,1.0,2508,2.0,mixed,1,1,mean,threshold,1.0803380240192304,0.11217799625415685,2.4345946673810457,0.48525
242,1000,1000,10,t_dist,3,mean,threshold,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,1.0,0.25,regression,1.0,2510,2.0,mixed,1,1,mean,threshold,2.0397413333593857,-0.17785365881648008,4.056683766016478,0.1975
243,1000,1000,10,t_dist,3,mean,threshold,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,1.0,0.75,regression,1.0,2512,2.0,mixed,1,1,mean,threshold,2.0553939855277608,0.10181139968218975,4.497712240918558,0.56775
244,1000,1000,10,t_dist,3,covariance,threshold,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.5,0.25,regression,1.0,2514,2.0,mixed,1,1,covariance,threshold,0.22847375274740983,-0.44865678565286377,-0.19895524112760687,0.122
245,1000,1000,10,t_dist,3,covariance,threshold,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.5,0.75,regression,1.0,2516,2.0,mixed,1,1,covariance,threshold,0.19301064012429348,0.13666829343580397,0.6023187057294112,0.3585
246,1000,1000,10,t_dist,3,covariance,threshold,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,1.0,0.25,regression,1.0,2518,2.0,mixed,1,1,covariance,threshold,0.31797242264294434,0.1539183756716863,0.028352077701119846,0.12375
247,1000,1000,10,t_dist,3,covariance,threshold,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,1.0,0.75,regression,1.0,2520,2.0,mixed,1,1,covariance,threshold,0.3175337177475582,-0.031164711545203738,0.7272902017066415,0.36975
248,1000,1000,10,t_dist,3,mixture,threshold,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,0.25,regression,1.0,2522,2.0,mixed,1,1,mixture,threshold,1.0306822574563816,-0.4447945805611014,1.506437661329317,0.14975
249,1000,1000,10,t_dist,3,mixture,threshold,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,0.75,regression,1.0,2524,2.0,mixed,1,1,mixture,threshold,0.9603960133167535,-0.1514017180758775,2.032210885262028,0.45
250,1000,1000,10,t_dist,3,mixture,threshold,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.75,0.25,regression,1.0,2526,2.0,mixed,1,1,mixture,threshold,2.663693552063053,-0.19863893534606808,4.650865440715152,0.1975
251,1000,1000,10,t_dist,3,mixture,threshold,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.75,0.75,regression,1.0,2528,2.0,mixed,1,1,mixture,threshold,2.6734323505407005,-0.026720471597871893,5.252439501696507,0.612
252,1000,1000,10,t_dist,3,support,threshold,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,0.25,regression,1.0,2530,2.0,mixed,1,1,support,threshold,0.24931819607733177,0.1315827876647878,-0.02244953668437748,0.12075
253,1000,1000,10,t_dist,3,support,threshold,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,0.75,regression,1.0,2532,2.0,mixed,1,1,support,threshold,0.3117745104866726,-0.31497933386460497,0.3320204368748112,0.3915
254,1000,1000,10,t_dist,3,support,threshold,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.75,0.25,regression,1.0,2534,2.0,mixed,1,1,support,threshold,0.27165258757978167,0.3252741476669349,0.011380172053414895,0.13025
255,1000,1000,10,t_dist,3,support,threshold,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.75,0.75,regression,1.0,2536,2.0,mixed,1,1,support,threshold,0.16177594373974952,-0.13036788736197608,0.5177673774552778,0.3885
256,1000,1000,10,t_dist,3,eigenshift,threshold,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,0.25,regression,1.0,2538,2.0,mixed,1,1,eigenshift,threshold,0.35550794360432214,0.09125798781503944,0.2551220908933644,0.12375
257,1000,1000,10,t_dist,3,eigenshift,threshold,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,0.75,regression,1.0,2540,2.0,mixed,1,1,eigenshift,threshold,0.3151650638921575,0.2835179328426325,0.4668467065898498,0.387
258,1000,1000,10,t_dist,3,none,threshold,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.0,0.25,regression,1.0,2542,2.0,concept_drift_only,0,1,none,threshold,0.29482972669615454,-0.13876139300073367,0.09057628131922521,0.12875
259,1000,1000,10,t_dist,3,none,threshold,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.0,0.75,regression,1.0,2544,2.0,concept_drift_only,0,1,none,threshold,0.33697207975564625,0.11534569163495627,0.2818701793020576,0.37875
