dgp_id,n_ref,n_new,d,X_dist,t_df,x_shift_type,concept_drift_type,n_nuisance,beta,mean_shift_count,eigen_shift_count,eigen_shift_mag,delta_x,delta_c,y_type,noise_sd,seed,mixture_degree,label,S_X,S_C,S_X_shift,S_C_shift,oracle_mean_shift,oracle_m0_mean_ref,oracle_m1_mean_ref,oracle_concept_signal_raw
0,1000,1000,10,normal,3,mean,none,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.5,0.0,regression,1.0,2026,2.0,covariate_only,1,0,mean,none,1.0050073243665827,-0.016419100560735533,2.041826443810672,0.0
1,1000,1000,10,normal,3,mean,none,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,1.0,0.0,regression,1.0,2028,2.0,covariate_only,1,0,mean,none,1.9886005816531518,-0.04567471198883965,4.009533087997146,0.0
2,1000,1000,10,normal,3,covariance,none,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.5,0.0,regression,1.0,2030,2.0,covariate_only,1,0,covariance,none,0.13200331242728167,-0.1066796175690307,-0.0336613496801808,0.0
3,1000,1000,10,normal,3,covariance,none,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,1.0,0.0,regression,1.0,2032,2.0,covariate_only,1,0,covariance,none,0.17942214263594947,-0.046399907532469586,-0.06043173630243105,0.0
4,1000,1000,10,normal,3,mixture,none,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,0.0,regression,1.0,2034,2.0,covariate_only,1,0,mixture,none,0.916707290793694,-0.16287722712238986,1.6574269100613739,0.0
5,1000,1000,10,normal,3,mixture,none,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.75,0.0,regression,1.0,2036,2.0,covariate_only,1,0,mixture,none,2.573487990945832,0.022247066938711212,4.594035093306509,0.0
6,1000,1000,10,normal,3,support,none,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,0.0,regression,1.0,2038,2.0,covariate_only,1,0,support,none,0.12115002215783766,0.04751853251158701,-0.007801424895291285,0.0
7,1000,1000,10,normal,3,support,none,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.75,0.0,regression,1.0,2040,2.0,covariate_only,1,0,support,none,0.12284166513908767,-0.006600203725496186,-0.02194658093410228,0.0
8,1000,1000,10,normal,3,eigenshift,none,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,0.0,regression,1.0,2042,2.0,covariate_only,1,0,eigenshift,none,0.16827709105850025,0.04289343650341635,-0.12247999844528248,0.0
9,1000,1000,10,normal,3,none,none,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.0,0.0,regression,1.0,2044,2.0,no_shift,0,0,none,none,0.1374162250278099,-0.023066656805818382,-0.05521438148526627,0.0
10,1000,1000,10,normal,3,mean,linear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.5,0.5,regression,1.0,2046,2.0,mixed,1,1,mean,linear,1.0355218537937074,-0.03671921989393762,2.584293569778645,0.6986165949910719
11,1000,1000,10,normal,3,mean,linear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.5,1.0,regression,1.0,2048,2.0,mixed,1,1,mean,linear,1.0391313986213122,-0.020722061063674885,3.129021952435913,1.4494822778356433
12,1000,1000,10,normal,3,mean,linear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,1.0,0.5,regression,1.0,2050,2.0,mixed,1,1,mean,linear,2.0372385675879223,0.025737929590880265,4.983937213549467,1.0474706498438646
13,1000,1000,10,normal,3,mean,linear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,1.0,1.0,regression,1.0,2052,2.0,mixed,1,1,mean,linear,2.0095267845426297,0.058368385962227966,6.001491724426701,2.087403008760488
14,1000,1000,10,normal,3,covariance,linear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.5,0.5,regression,1.0,2054,2.0,mixed,1,1,covariance,linear,0.13268659561554716,-0.06292934580694814,0.06637298733191273,0.6891606768355245
15,1000,1000,10,normal,3,covariance,linear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.5,1.0,regression,1.0,2056,2.0,mixed,1,1,covariance,linear,0.12610493393602057,-0.047106812408104035,0.15321767603639977,1.421210297915458
16,1000,1000,10,normal,3,covariance,linear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,1.0,0.5,regression,1.0,2058,2.0,mixed,1,1,covariance,linear,0.1470896490855858,0.10895475956379841,-0.10181522166791254,0.7716701154755324
17,1000,1000,10,normal,3,covariance,linear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,1.0,1.0,regression,1.0,2060,2.0,mixed,1,1,covariance,linear,0.11317547129973261,0.017707972045959336,0.12533229820029604,1.5245162722606445
18,1000,1000,10,normal,3,mixture,linear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,0.5,regression,1.0,2062,2.0,mixed,1,1,mixture,linear,0.8400622212349599,0.19322046854396452,1.8832105033436295,0.9583712183520092
19,1000,1000,10,normal,3,mixture,linear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,1.0,regression,1.0,2064,2.0,mixed,1,1,mixture,linear,0.7922652471926537,-0.034957800136772715,2.3021863101693003,1.7596661866987042
20,1000,1000,10,normal,3,mixture,linear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.75,0.5,regression,1.0,2066,2.0,mixed,1,1,mixture,linear,2.667765995458193,-0.0009213062417251656,6.107261429008762,1.6538735149794956
21,1000,1000,10,normal,3,mixture,linear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.75,1.0,regression,1.0,2068,2.0,mixed,1,1,mixture,linear,2.6311690468937043,-0.08277840497323156,7.556328272457395,3.344143470424731
22,1000,1000,10,normal,3,support,linear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,0.5,regression,1.0,2070,2.0,mixed,1,1,support,linear,0.11382231579432224,0.10291965521488507,-0.10952167450784296,0.4443670170246123
23,1000,1000,10,normal,3,support,linear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,1.0,regression,1.0,2072,2.0,mixed,1,1,support,linear,0.109981311206405,0.06430430636918501,0.014907875113201864,0.9085860545794304
24,1000,1000,10,normal,3,support,linear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.75,0.5,regression,1.0,2074,2.0,mixed,1,1,support,linear,0.14248091333489812,0.08011963636996176,0.08967480156858318,0.5275976313494473
25,1000,1000,10,normal,3,support,linear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.75,1.0,regression,1.0,2076,2.0,mixed,1,1,support,linear,0.09481049860918317,-0.08207940988695027,-0.012062642559235481,1.1096907236858529
26,1000,1000,10,normal,3,eigenshift,linear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,0.5,regression,1.0,2078,2.0,mixed,1,1,eigenshift,linear,0.19719037874801332,-0.055699399258015404,-0.5345429439149929,0.7387581201996116
27,1000,1000,10,normal,3,eigenshift,linear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,1.0,regression,1.0,2080,2.0,mixed,1,1,eigenshift,linear,0.1702395063628947,-0.06392100853642593,-0.06499156332553914,1.5799356944445604
28,1000,1000,10,normal,3,none,linear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.0,0.5,regression,1.0,2082,2.0,concept_drift_only,0,1,none,linear,0.18646421666188337,-0.10871921706956768,0.0911286000231785,0.5738641547286232
29,1000,1000,10,normal,3,none,linear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.0,1.0,regression,1.0,2084,2.0,concept_drift_only,0,1,none,linear,0.11604130371603011,-0.012741850617317236,-0.009116365119862198,1.127842165095501
30,1000,1000,10,normal,3,mean,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.5,0.25,regression,1.0,2086,2.0,mixed,1,1,mean,nonlinear,1.0225520095079694,0.03822167347717669,2.0437037334886616,0.11565067243337297
31,1000,1000,10,normal,3,mean,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.5,0.75,regression,1.0,2088,2.0,mixed,1,1,mean,nonlinear,0.9999755303025685,-0.08279580805268157,1.9545428420466615,0.3475459153905338
32,1000,1000,10,normal,3,mean,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.5,1.0,regression,1.0,2090,2.0,mixed,1,1,mean,nonlinear,1.0450526898688723,0.034224548253733944,2.1631366763067734,0.4461478606561848
33,1000,1000,10,normal,3,mean,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,1.0,0.25,regression,1.0,2092,2.0,mixed,1,1,mean,nonlinear,2.093039437574996,-0.08434862095006641,4.136995670121763,0.1348555614432247
34,1000,1000,10,normal,3,mean,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,1.0,0.75,regression,1.0,2094,2.0,mixed,1,1,mean,nonlinear,2.032738640210544,0.06588419020850457,4.194182000862997,0.3971065889789009
35,1000,1000,10,normal,3,mean,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,1.0,1.0,regression,1.0,2096,2.0,mixed,1,1,mean,nonlinear,2.031387908294443,-0.10034388061679575,4.241508952330527,0.5474495868624258
36,1000,1000,10,normal,3,covariance,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.5,0.25,regression,1.0,2098,2.0,mixed,1,1,covariance,nonlinear,0.1273051108948825,0.032266630351537554,0.02693422598552628,0.10058879868663848
37,1000,1000,10,normal,3,covariance,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.5,0.75,regression,1.0,2100,2.0,mixed,1,1,covariance,nonlinear,0.17932867240733003,0.01691149615093086,0.1512981247715402,0.30209965387511145
38,1000,1000,10,normal,3,covariance,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.5,1.0,regression,1.0,2102,2.0,mixed,1,1,covariance,nonlinear,0.11632366797792912,0.1039123036849602,0.08457856837538158,0.40029368340536114
39,1000,1000,10,normal,3,covariance,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,1.0,0.25,regression,1.0,2104,2.0,mixed,1,1,covariance,nonlinear,0.13326828674055838,-0.026307726000227016,0.05912579237666387,0.10152956338522887
40,1000,1000,10,normal,3,covariance,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,1.0,0.75,regression,1.0,2106,2.0,mixed,1,1,covariance,nonlinear,0.17046915477050742,0.1363114806552546,0.27466683651039314,0.3100946766956811
41,1000,1000,10,normal,3,covariance,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,1.0,1.0,regression,1.0,2108,2.0,mixed,1,1,covariance,nonlinear,0.1393235364021525,-0.10830167489838363,0.3416146386139825,0.40099021811829755
42,1000,1000,10,normal,3,mixture,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,0.25,regression,1.0,2110,2.0,mixed,1,1,mixture,nonlinear,0.8774397278776855,0.0029980693492641687,1.5007423561929532,0.11294961428134184
43,1000,1000,10,normal,3,mixture,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,0.75,regression,1.0,2112,2.0,mixed,1,1,mixture,nonlinear,0.9060878736765784,0.03214831499427776,1.5141019497208834,0.340201464219037
44,1000,1000,10,normal,3,mixture,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,1.0,regression,1.0,2114,2.0,mixed,1,1,mixture,nonlinear,0.8583934250616717,-0.011572799706904852,1.4450768967469385,0.46715365333826936
45,1000,1000,10,normal,3,mixture,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.75,0.25,regression,1.0,2116,2.0,mixed,1,1,mixture,nonlinear,2.630930453121488,-0.10079235429095823,4.544140310096146,0.1473901414738258
46,1000,1000,10,normal,3,mixture,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.75,0.75,regression,1.0,2118,2.0,mixed,1,1,mixture,nonlinear,2.6066975136041868,0.047316549106266405,4.55397607259743,0.4273704735098599
47,1000,1000,10,normal,3,mixture,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.75,1.0,regression,1.0,2120,2.0,mixed,1,1,mixture,nonlinear,2.6030970852435353,0.04515815705566647,4.578080055850678,0.5768656513922763
48,1000,1000,10,normal,3,support,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,0.25,regression,1.0,2122,2.0,mixed,1,1,support,nonlinear,0.11518579148894179,0.18826407228565756,-0.023344938317482515,0.10127696160700012
49,1000,1000,10,normal,3,support,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,0.75,regression,1.0,2124,2.0,mixed,1,1,support,nonlinear,0.07656562891925368,0.07183797055412408,-0.002037450534232839,0.29784009161134695
50,1000,1000,10,normal,3,support,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,1.0,regression,1.0,2126,2.0,mixed,1,1,support,nonlinear,0.14141507672500833,-0.007992516153747221,0.03428080251252484,0.3972482955371562
51,1000,1000,10,normal,3,support,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.75,0.25,regression,1.0,2128,2.0,mixed,1,1,support,nonlinear,0.1494090013429263,0.15209413126557184,-0.13566332747201598,0.10163734492598164
52,1000,1000,10,normal,3,support,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.75,0.75,regression,1.0,2130,2.0,mixed,1,1,support,nonlinear,0.17804759961278202,-0.1332405377741615,0.12930629333912355,0.3148856315399394
53,1000,1000,10,normal,3,support,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.75,1.0,regression,1.0,2132,2.0,mixed,1,1,support,nonlinear,0.1195129201995363,0.07075300399369781,-0.1857068824051458,0.42053805744772554
54,1000,1000,10,normal,3,eigenshift,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,0.25,regression,1.0,2134,2.0,mixed,1,1,eigenshift,nonlinear,0.1782273340764101,-0.18252140908105915,0.014748534652188809,0.12715452115772546
55,1000,1000,10,normal,3,eigenshift,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,0.75,regression,1.0,2136,2.0,mixed,1,1,eigenshift,nonlinear,0.2556235101953478,-0.07759822695442481,0.08682675721952102,0.36885452850865647
56,1000,1000,10,normal,3,eigenshift,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,1.0,regression,1.0,2138,2.0,mixed,1,1,eigenshift,nonlinear,0.135744364488043,-0.047906323262140976,-0.09441530652599756,0.5279753225383177
57,1000,1000,10,normal,3,none,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.0,0.25,regression,1.0,2140,2.0,concept_drift_only,0,1,none,nonlinear,0.10390853762998109,0.06823542391184566,-0.08452145480430265,0.106683634339806
58,1000,1000,10,normal,3,none,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.0,0.75,regression,1.0,2142,2.0,concept_drift_only,0,1,none,nonlinear,0.1648863617124057,-0.12361085521754493,-0.026582718513623562,0.29319213267043964
59,1000,1000,10,normal,3,none,nonlinear,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.0,1.0,regression,1.0,2144,2.0,concept_drift_only,0,1,none,nonlinear,0.14935261229694233,-0.013938435378698575,0.02223387966903837,0.42026596439178887
60,1000,1000,10,normal,3,mean,cubic,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.5,0.5,regression,1.0,2146,2.0,mixed,1,1,mean,cubic,1.0201961692547423,-0.01890177874253665,4.2450831615484175,2.6489951335747346
61,1000,1000,10,normal,3,mean,cubic,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.5,1.0,regression,1.0,2148,2.0,mixed,1,1,mean,cubic,0.9928144830159434,0.06222378745148977,6.854970065543082,5.4073135072286025
62,1000,1000,10,normal,3,mean,cubic,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,1.0,0.5,regression,1.0,2150,2.0,mixed,1,1,mean,cubic,2.0016623755639906,-0.0008676538010780917,8.902786308242712,5.016048238413268
63,1000,1000,10,normal,3,mean,cubic,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,1.0,1.0,regression,1.0,2152,2.0,mixed,1,1,mean,cubic,2.003607397489324,0.13753803366616543,14.625785264806343,10.696055252804792
64,1000,1000,10,normal,3,covariance,cubic,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.5,0.5,regression,1.0,2154,2.0,mixed,1,1,covariance,cubic,0.17137737746137663,-0.08941764671051683,0.23343848812394208,1.626950469756251
65,1000,1000,10,normal,3,covariance,cubic,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.5,1.0,regression,1.0,2156,2.0,mixed,1,1,covariance,cubic,0.14920164798276803,-0.03274187971874264,0.8990714024234651,2.99133469176366
66,1000,1000,10,normal,3,covariance,cubic,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,1.0,0.5,regression,1.0,2158,2.0,mixed,1,1,covariance,cubic,0.15734130252902842,0.1330986670053444,0.3135285178875512,1.6597393712628241
67,1000,1000,10,normal,3,covariance,cubic,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,1.0,1.0,regression,1.0,2160,2.0,mixed,1,1,covariance,cubic,0.13492527008491764,-0.02732881412511723,0.8794506730930683,3.11959230559594
68,1000,1000,10,normal,3,mixture,cubic,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,0.5,regression,1.0,2162,2.0,mixed,1,1,mixture,cubic,0.8933509482810204,0.059559021801996036,6.533572826433212,5.712549964582682
69,1000,1000,10,normal,3,mixture,cubic,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,1.0,regression,1.0,2164,2.0,mixed,1,1,mixture,cubic,0.7806359930554975,0.17127010672808557,10.498554269458676,10.984908499134654
70,1000,1000,10,normal,3,mixture,cubic,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.75,0.5,regression,1.0,2166,2.0,mixed,1,1,mixture,cubic,2.5923899571734808,0.05226050609348137,16.667364489130843,12.547169959247983
71,1000,1000,10,normal,3,mixture,cubic,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.75,1.0,regression,1.0,2168,2.0,mixed,1,1,mixture,cubic,2.581222868954523,-0.026740519103730116,28.932550497107655,25.147069797493074
72,1000,1000,10,normal,3,support,cubic,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,0.5,regression,1.0,2170,2.0,mixed,1,1,support,cubic,0.1485184290447674,0.1458528080933345,0.19951647990740848,0.6515882484119206
73,1000,1000,10,normal,3,support,cubic,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.25,1.0,regression,1.0,2172,2.0,mixed,1,1,support,cubic,0.12290553371186133,0.07335570706710305,0.6601320336644294,1.4189919179293924
74,1000,1000,10,normal,3,support,cubic,10,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,4,1.5,0.75,0.5,regression,1.0,2174,2.0,mixed,1,1,support,cubic,0.12324881551796951,0.07401921193488165,0.5422607733789969,1.1769293613995404
